Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
LY3JE	KO26TC	1727	LY3FI	59	59	KO24PR	SSB	432	155	155		ScoredNoLog	
LY3JE	KO26TC	1733	YL3GEA	55	55	KO37QM	SSB	432	191	191	KO37		
LY3JE	KO26TC	1737	YL3GEA	59	59	KO37QM	SSB	144	191	191	KO37		
LY3JE	KO26TC	1739	LY2R	59	59	KO15VS	SSB	144	121	121			
LY3JE	KO26TC	1745	ES2MC	55	55	KO29GG	SSB	432	358	358	KO29	ScoredNoLog	
LY3JE	KO26TC	1751	LY3PEJ	59	59	KO15CL	SSB	432	225	225	KO15	ScoredNoLog	
LY3JE	KO26TC	1818	YL2AO	59	59	KO16DK	SSB	144	210	210	KO16		
LY3JE	KO26TC	1826	YL2GD	55	55	KO37ML	SSB	144	0	0		ErrTime 9 min.	
LY3JE	KO26TC	1831	LY3WS	59	59	KO25DB	SSB	144	143	143	KO25	ScoredNoLog	
LY3JE	KO26TC	1842	LY1RC	55	55	KO14XX	SSB	144	164	164	KO14	ScoredNoLog	
LY3JE	KO26TC	1859	ES2PRM	55	55	KO29GG	SSB	144	358	358	KO29	ScoredNoLog	
LY3JE	KO26TC	1933	SK1BL	51	55	JO97DP	SSB	144	478	478	JO97	ScoredNoLog	
