Callsign	WWLoc	UTC	Corresp	Sent	Recvd	nWWLoc	Mode	Band	QRB	Pnt	nWWLoc	Remark	
YL3ES	KO27FF	1803	ES5NC	55	53	KO38JK		50	193	193	KO38	ScoredNoLog	
YL3ES	KO27FF	1808	LY2HS	54	57	KO25UO		432	197	197	KO25	ScoredNoLog	
YL3ES	KO27FF	1817	ES3MAR	52	53	KO28KX		50	197	197	KO28	ScoredNoLog	
YL3ES	KO27FF	1824	YL3ANT	53	55	KO36PM		432	190	190	KO36		
YL3ES	KO27FF	1828	OH0AZX	55	53	KP00IF		50	398	398	KP00	ScoredNoLog	
YL3ES	KO27FF	1833	YL2AO	56	58	KO16DK		432	159	159			
YL3ES	KO27FF	1843	YL2II	53	56	KO26OO		432	84	84	KO26		
YL3ES	KO27FF	1903	ES2JL	53	54	KO29LL		50	252	252	KO29	ScoredNoLog	
YL3ES	KO27FF	1919	OH2AWL	53	52	KP20IF		50	334	334		ScoredNoLog	
YL3ES	KO27FF	1958	ES0Z	54	55	KO18KT		50	200	200	KO18	ScoredNoLog	
YL3ES	KO27FF	2000	YL2AJ	55	57	KO16OX		50	81	81	KO16		
YL3ES	KO27FF	2001	YL2QG	53	53	KO06QR		50	195	195			
YL3GEA	KO37QM	1707	LY3JE	59	59	KO25TC	SSB	144	0	0		NoWWL KO26TC	
YL3GEA	KO37QM	1709	YL2AJ	59	59	KO16OX	SSB	432	258	258	KO16		
YL3GEA	KO37QM	1713	YL2AJ	59	59	KO16OX	SSB	144	258	258	KO16		
YL3GEA	KO37QM	1714	YL2KO	59	59	KO37RI	SSB	144	20	20	KO37		
YL3GEA	KO37QM	1717	YL3ANT	59	59	KO36PM	SSB	144	112	112	KO36		
YL3GEA	KO37QM	1719	YL2GD	59	59	KO37ML	SSB	144	21	21			
YL3GEA	KO37QM	1730	RA1WR	59	59	KO47DT	SSB	432	64	64	KO47	ScoredNoLog	
YL3GEA	KO37QM	1738	YL2GD	59	59	KO37ML	SSB	432	21	21	KO37		
YL3GEA	KO37QM	1757	LY3JE	59	59	KO26TC	SSB	432	191	191	KO26		
YL3GEA	KO37QM	1802	YL2KO	59	59	KO36RI	SSB	432	0	0		NoWWL KO37RI	
YL3GEA	KO37QM	1821	UA1ASA	59	59	KO48GH	SSB	144	112	112	KO48	ScoredNoLog	
YL3GEA	KO37QM	1830	YL2FZ	59	59	KO37QI	SSB	144	19	19			
YL3GEA	KO37QM	1835	RA1WR	59	59	KO47DT	SSB	144	64	64	KO47	ScoredNoLog	
YL3ND	KO17JM	1712	YL2CI	59	58	KO06TR		50	113	113	KO06	ScoredNoLog	
YL3ND	KO17JM	1713	YL3OI	54	52	KO26MO		50	170	170	KO26		
YL3ND	KO17JM	1715	YL2AJ	58	57	KO16OX		50	66	66	KO16		
YL3ND	KO17JM	1725	YL2II	55	55	KO26OO		50	179	179			
YL3ND	KO17JM	1730	OG5O	53	52	KP20MJ		50	345	345	KP20	ScoredNoLog	
YL3ND	KO17JM	1735	YL3ES	54	55	KO27FF		50	106	106	KO27		
YL3ND	KO17JM	1739	ES5NC	55	56	KO38JK		50	257	257	KO38	ScoredNoLog	
YL3ND	KO17JM	1741	OH2AWL	53	52	KP20IF		50	321	321		ScoredNoLog	
YL3ND	KO17JM	1752	OH6DX	57A	57A	KP32EQ	SSB	50	608	608	KP32	ScoredNoLog	
YL3ND	KO17JM	1755	OH3BCX	55A	55A	KP20XW	SSB	50	421	421		ScoredNoLog	
YL3ND	KO17JM	1800	SM5EPO	59A	59A	JP80MC	SSB	50	439	439	JP80	ScoredNoLog	
YL3ND	KO17JM	1803	OH0A	55A	55A	KP00AF	SSB	50	341	341	KP00	ScoredNoLog	
YL3ND	KO17JM	1808	OH3HWU	55A	55A	KP11NM	SSB	50	446	446	KP11	ScoredNoLog	
YL3ND	KO17JM	1812	SM4VBO	57A	57A	JP70NU	SSB	50	573	573	JP70	ScoredNoLog	
YL3ND	KO17JM	1821	SM5KQS	55A	55A	JO88IT	SSB	50	385	385	JO88	ScoredNoLog	
YL3ND	KO17JM	1827	SM6YNO	58A	55A	JO67GG	SSB	50	615	615	JO67	ScoredNoLog	
YL3ND	KO17JM	1839	SA5K	57A	57A	JO78LH	SSB	50	471	471	JO78	ScoredNoLog	
YL3ND	KO17JM	1846	ES0Z	56	56	KO18KT		50	144	144	KO18	ScoredNoLog	
YL3ND	KO17JM	1852	SM5PAO	52	53	JO89TS		50	390	390	JO89	ScoredNoLog	
YL3ND	KO17JM	1909	OH1LEU	53	54	KP01VF		50	417	417	KP01	ScoredNoLog	
YL3ND	KO17JM	1912	SK0CT	56	54	JO99BM		50	351	351	JO99	ScoredNoLog	
YL3ND	KO17JM	1943	YL2QG	56	54	KO06QR		50	0	0		NoRst 53	
YL3ND	KO17JM	1958	OH0AZX	53	56	KP00IF		50	325	325		ScoredNoLog	
YL3ND	KO17JM	2006	SM5CUI	55	53	JO89WW		50	391	391		ScoredNoLog	
YL3ND	KO17JM	2013	OH1MP	53	52	KP01VM		50	449	449		ScoredNoLog	
YL3ND	KO17JM	2035	SM2GCQ	54	53	KP15EU		50	927	927	KP15	ScoredNoLog	
YL3OI	KO26MO	1700	YL2CI	54	53	KO06TR		50	210	210	KO06	ScoredNoLog	
YL3OI	KO26MO	1706	YL2AJ	57	54	KO16OX		50	120	120	KO16		
YL3OI	KO26MO	1708	YL2QG	52	52	KO06QR		50	225	225			
YL3OI	KO26MO	1712	YL3ND	52	54	KO17JM		50	170	170	KO17		
YL3OI	KO26MO	1715	YL2II	59	57	KO26OO		50	11	11	KO26		
YL3OI	KO26MO	1736	YL3ES	55	55	KO27FF		50	78	78	KO27		
YL3OI	KO26MO	1740	ES5NC	57	59	KO38JK		50	230	230	KO38	ScoredNoLog	
YL3OI	KO26MO	1752	OH6DX	59	59	KP32EQ	SSB	50	681	681	KP32	ScoredNoLog	
YL3OI	KO26MO	1759	OH3BCX	59	59	KP20XW	SSB	50	485	485	KP20	ScoredNoLog	
YL3OI	KO26MO	1840	SM6YNO	59	55	JO67GG	SSB	50	761	761	JO67	ScoredNoLog	
YL3OI	KO26MO	1851	ES0Z	55	56	KO18KT		50	278	278	KO18	ScoredNoLog	
YL3OI	KO26MO	1909	YL3HI	03	00	KO16UP		50	82	82		ScoredNoLog	
YL3OI	KO26MO	1916	OG5O	11	10	KP20MJ		50	422	422		ScoredNoLog	
YL3OI	KO26MO	1923	YL3ANJ	54	54	KO36QU		50	146	146	KO36		
YL3OI	KO26MO	1938	OH0A	55	55	KP00AF	SSB	50	497	497	KP00	ScoredNoLog	
YL3OI	KO26MO	2007	OH0AZX	54	53	KP00IF		50	476	476		ScoredNoLog	
YL3OI	KO26MO	2015	OH8HTG	54	55	KP34DI		50	865	865	KP34	ScoredNoLog	
YL3OI	KO26MO	2041	SM2GCQ	54	53	KP15EU		50	1039	1039	KP15	ScoredNoLog	
